cartera,alpha,beta_MKT,beta_SMB,beta_HML,alpha_t,beta_MKT_t,beta_SMB_t,beta_HML_t,alpha_se,r2,sigma_residual,rend_medio
ME9 BM10,-0.039045034080888504,1.0575449738138092,-0.011734184258811623,1.0159151089239198,-1.4404793607776072,7.304421055447767,-0.06326076877991271,6.413453479291401,0.027105583838293253,0.5672195092228594,0.18418133611508003,0.07921416129032259
BIG LoBM,0.028548302009566127,1.0086556104486428,-0.30417207086680365,-0.47876462227516997,2.635356777916432,17.43202199732218,-4.103163275042284,-7.562658388569543,0.010832803455225902,0.8922437582015252,0.0736084574366133,0.08220975806451614
ME10 BM2,0.01850498613370361,0.9757519672728722,-0.3772548182133449,-0.060346964819361575,1.9810899140334675,19.556925385781938,-5.90188232637088,-1.1055137552277439,0.009340810834793337,0.8823919848202904,0.06347042846278646,0.08338222580645162
ME10 BM3,0.004770720841966012,0.9572095526048594,-0.20223385984871706,0.02953860858114299,0.4601025311760407,17.28316842742586,-2.850130966629201,0.4874767954964582,0.010368821118570801,0.8481178307350978,0.07045571639223096,0.07521535483870968
ME10 BM4,-0.0019820285597086772,0.8751632320172538,-0.04658933900384675,0.15653776501314065,-0.11046546852519551,9.131695358895279,-0.37944034601202975,1.492894284630632,0.017942517115713916,0.604168619135742,0.12191867164178985,0.07009009677419355
ME10 BM5,-0.005644812233117803,0.8467963434932434,-0.12045629889328849,0.12014183793485919,-0.3669069263580433,10.30459919874127,-1.1441323177048213,1.336269258213408,0.015384861466499972,0.6574146974853122,0.10453950587266882,0.06134917741935484
ME10 BM6,0.005224045802215083,0.9018034857562872,-0.1836027769077698,0.41170369272310503,0.31984823336684925,10.337002237957563,-1.6426935569883288,4.313353363906886,0.016332889343251035,0.6533889066363323,0.11098131661011824,0.08577096774193549
ME10 BM7,-0.05211547872134287,1.0702272234700283,-0.1989794931214019,0.5732901813572058,-3.919869360500154,15.070462343653038,-2.1870238043617287,7.378577808374891,0.01329520806139652,0.8044714745820077,0.09034039625505377,0.04697153225806452
ME10 BM8,-0.0021480039001540614,0.9785009674849218,-0.4779218072446698,0.7483036896166231,-0.10617484667753055,9.055106377200698,-3.4521030576684,6.329330286442883,0.020230817066097414,0.6297211081978975,0.13746757642864363,0.0903693064516129
ME10 BM9,-0.0090806511720175,1.0227478645920036,-0.21533499955011443,0.5683300308071562,-0.4874947982313461,10.27938884889459,-1.6893045232470982,5.22091826002263,0.01862717552056458,0.6578789292840659,0.12657089756468867,0.08582535483870968
BIG HiBM,-0.036515519592044174,1.2138151693755985,-0.3441685216610819,0.7572368744567938,-1.352012036265741,8.28836434833251,-1.8567298504991168,4.891729898019845,0.027008279965391496,0.5732003861127438,0.17967091673403512,0.07949658333333333
